_id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
ID16000,57,MALE,SUBURBAN,,YES,,NO,YES,NO,NO,YES
ID16001,31,MALE,RURAL,24251.48,NO,0,NO,NO,NO,,YES
ID16002,40,MALE,INNER_CITY,9249.16,YES,,NO,YES,NO,YES,NO
ID16003,70,FEMALE,TOWN,,NO,5,YES,NO,NO,,YES
ID16004,29,FEMALE,RURAL,34179.32,YES,4,NO,NO,YES,YES,NO
ID16005,71,MALE,SUBURBAN,,NO,3,NO,YES,YES,YES,NO
ID16006,29,FEMALE,SUBURBAN,87440.57,YES,,YES,NO,YES,NO,NO
ID16007,51,MALE,SUBURBAN,,NO,,YES,NO,NO,NO,YES
ID16008,70,MALE,INNER_CITY,95117.53,NO,,NO,NO,YES,,YES
ID16009,45,FEMALE,RURAL,23972.32,YES,2,NO,NO,NO,NO,NO
ID16010,64,FEMALE,INNER_CITY,77693.34,NO,4,YES,NO,YES,NO,NO
ID16011,65,FEMALE,INNER_CITY,88397.83,NO,5,NO,YES,YES,YES,NO
ID16012,72,MALE,RURAL,,YES,,NO,YES,NO,NO,NO
ID16013,50,MALE,RURAL,30540.03,YES,5,NO,NO,YES,,YES
ID16014,61,FEMALE,TOWN,,YES,3,YES,NO,NO,YES,YES
ID16015,40,MALE,RURAL,,YES,2,NO,NO,YES,NO,YES
ID16016,33,FEMALE,INNER_CITY,33448.01,NO,0,NO,YES,NO,NO,NO
ID16017,70,MALE,RURAL,10778.7,NO,5,YES,YES,YES,YES,YES
ID16018,43,FEMALE,SUBURBAN,,YES,,NO,NO,YES,,NO
ID16019,61,MALE,SUBURBAN,53320.39,,2,YES,NO,YES,,NO
ID16020,73,FEMALE,INNER_CITY,,YES,,NO,NO,YES,NO,YES
ID16021,52,FEMALE,TOWN,,,,NO,YES,NO,YES,YES
ID16022,40,MALE,TOWN,47801.99,,2,NO,NO,NO,NO,YES
ID16023,54,MALE,RURAL,34382.28,,,NO,YES,NO,NO,YES
ID16024,69,MALE,INNER_CITY,8983.37,,4,NO,NO,NO,NO,YES
ID16025,39,FEMALE,INNER_CITY,25213.75,,2,YES,YES,YES,YES,YES
ID16026,38,MALE,SUBURBAN,73452.23,,,YES,NO,YES,,NO
ID16027,71,FEMALE,RURAL,,NO,,NO,YES,NO,YES,YES
ID16028,20,MALE,RURAL,,,0,NO,YES,YES,YES,YES
ID16029,30,MALE,RURAL,97006.96,NO,,YES,NO,NO,,NO
ID16030,27,MALE,INNER_CITY,76975.37,,,YES,NO,NO,YES,YES
ID16031,18,MALE,SUBURBAN,,NO,1,YES,YES,NO,,NO
ID16032,30,MALE,RURAL,84385.03,,1,NO,NO,YES,NO,NO
ID16033,23,FEMALE,RURAL,84502.44,YES,,NO,NO,NO,,YES
ID16034,57,FEMALE,RURAL,,,,YES,YES,NO,,NO
ID16035,38,MALE,SUBURBAN,92623.63,YES,,YES,YES,NO,NO,YES
ID16036,62,MALE,INNER_CITY,33479.51,YES,1,YES,YES,YES,NO,NO
ID16037,44,FEMALE,TOWN,8858.85,,,NO,NO,NO,YES,YES
ID16038,40,MALE,TOWN,8786.77,NO,0,YES,YES,YES,YES,YES
ID16039,58,MALE,INNER_CITY,25360.73,YES,1,NO,NO,YES,,NO
ID16040,22,FEMALE,SUBURBAN,43249.56,YES,3,NO,YES,NO,,NO
ID16041,21,MALE,INNER_CITY,12015.95,,,NO,YES,YES,YES,NO
ID16042,26,MALE,SUBURBAN,17848.68,,4,YES,NO,YES,NO,YES
ID16043,38,FEMALE,INNER_CITY,88643.05,NO,,NO,NO,NO,YES,YES
ID16044,62,MALE,INNER_CITY,21799.05,NO,,NO,NO,YES,,YES
ID16045,52,MALE,TOWN,25078.14,,4,NO,NO,NO,NO,NO
ID16046,30,FEMALE,RURAL,23180.43,,0,YES,NO,NO,,NO
ID16047,26,FEMALE,RURAL,,NO,1,NO,YES,NO,YES,YES
ID16048,74,MALE,RURAL,42141.35,YES,2,NO,YES,NO,,YES
ID16049,44,FEMALE,INNER_CITY,25426.03,,1,YES,YES,NO,YES,NO
ID16050,45,FEMALE,RURAL,60727.3,NO,,NO,YES,YES,NO,YES
ID16051,22,FEMALE,RURAL,50567.38,NO,,NO,NO,NO,YES,NO
ID16052,38,MALE,TOWN,80515.51,NO,,NO,YES,NO,,YES
ID16053,51,MALE,RURAL,24288.81,NO,2,YES,YES,NO,YES,NO
ID16054,64,MALE,RURAL,82029.58,NO,,YES,NO,YES,YES,YES
ID16055,44,MALE,RURAL,71402.7,YES,,YES,NO,NO,,YES
ID16056,34,FEMALE,INNER_CITY,21224.55,YES,4,NO,NO,YES,YES,YES
ID16057,66,FEMALE,RURAL,97165.28,YES,2,NO,YES,NO,NO,NO
ID16058,40,MALE,RURAL,25930.35,,1,NO,YES,NO,,YES
ID16059,33,FEMALE,TOWN,88160.85,YES,4,YES,NO,YES,YES,YES
ID16060,21,FEMALE,SUBURBAN,26033.48,YES,5,NO,NO,YES,NO,NO
ID16061,66,MALE,TOWN,,NO,0,NO,NO,NO,,YES
ID16062,28,MALE,RURAL,,YES,0,NO,YES,NO,NO,NO
ID16063,50,FEMALE,TOWN,,,0,YES,YES,YES,YES,NO
ID16064,19,MALE,INNER_CITY,66368.44,,,YES,NO,NO,NO,NO
ID16065,59,FEMALE,SUBURBAN,61635.77,YES,3,YES,NO,YES,NO,YES
ID16066,47,FEMALE,SUBURBAN,51068.41,YES,,YES,NO,YES,YES,YES
ID16067,22,FEMALE,INNER_CITY,70309.26,YES,5,YES,NO,YES,,YES
ID16068,31,MALE,TOWN,36047.02,YES,1,NO,YES,YES,,YES
