customer_id,Date,Description,Deposits,Withdrawls,Balance
ID13500,31-Mar-2026,Reversal,0.00,901.46,"36,011.53"
ID13500,09-Feb-2026,Direct Deposit,"2,915.54",0.00,"41,163.49"
ID13500,03-Apr-2026,Payment,381.04,0.00,"58,160.67"
ID13500,04-Jan-2026,Interest,498.76,0.00,"48,697.04"
ID13500,17-Mar-2026,Interest,336.47,0.00,"58,849.94"
ID13500,15-Mar-2026,Charge,0.00,304.15,"9,362.60"
ID13500,14-Mar-2026,ATM Withdrawal,0.00,24.43,"83,773.67"
ID13500,29-Mar-2026,Charge,0.00,791.22,"52,818.44"
ID13500,10-Feb-2026,Payment,0.00,479.29,"38,704.18"
ID13500,08-Feb-2026,Reversal,0.00,921.31,"20,436.91"
ID13500,17-Mar-2026,Interest,420.89,0.00,"91,946.06"
ID13500,12-Mar-2026,Direct Deposit,"1,212.73",0.00,"57,151.75"
ID13500,19-Mar-2026,Debit Card,0.00,622.76,"78,426.38"
ID13500,12-Mar-2026,ATM Withdrawal,0.00,498.49,"75,526.17"
ID13500,27-Mar-2026,Debit Card,0.00,901.14,"87,938.95"
ID13500,27-Mar-2026,Direct Deposit,"4,620.03",0.00,"7,730.33"
ID13500,19-Jan-2026,Direct Deposit,"2,051.55",0.00,"12,337.29"
ID13500,05-Jan-2026,Payment,0.00,562.61,"39,834.14"
ID13500,07-Mar-2026,Transfer,"1,172.31",0.00,"7,506.29"
ID13500,06-Feb-2026,Transfer,864.81,0.00,"50,219.27"
ID13501,15-Mar-2026,Charge,0.00,503.84,"83,195.40"
ID13501,25-Feb-2026,Interest,410.02,0.00,"94,984.98"
ID13501,23-Mar-2026,Payment,207.62,0.00,"83,548.52"
ID13501,13-Jan-2026,Debit Card,0.00,611.05,"33,587.19"
ID13501,30-Mar-2026,ATM Withdrawal,0.00,449.73,"39,140.83"
ID13501,17-Feb-2026,Debit Card,0.00,921.85,"92,564.63"
ID13501,12-Feb-2026,Interest,187.07,0.00,"3,327.44"
ID13501,05-Jan-2026,Charge,0.00,784.70,"26,321.20"
ID13501,22-Feb-2026,Transfer,0.00,"1,178.33","72,519.00"
ID13501,22-Feb-2026,Transfer,0.00,126.74,"85,390.44"
ID13501,18-Mar-2026,Direct Deposit,"4,994.63",0.00,"71,119.00"
ID13501,17-Feb-2026,Interest,393.07,0.00,"81,533.45"
ID13501,21-Mar-2026,ATM Withdrawal,0.00,722.49,"96,357.79"
ID13501,31-Jan-2026,ATM Withdrawal,0.00,707.81,"15,303.55"
