customer_id,Date,Description,Deposits,Withdrawls,Balance
ID13500,08-Jan-2026,Debit Card,0.00,926.35,"90,163.81"
ID13500,11-Jan-2026,Payment,0.00,"1,425.98","42,091.23"
ID13500,12-Mar-2026,Transfer,"1,929.80",0.00,"72,641.27"
ID13500,09-Feb-2026,ATM Withdrawal,0.00,815.92,"63,820.58"
ID13500,17-Jan-2026,Charge,0.00,228.65,"39,986.15"
ID13500,13-Jan-2026,ATM Withdrawal,0.00,568.60,"18,746.83"
ID13500,28-Feb-2026,Reversal,"1,192.13",0.00,"91,929.52"
ID13500,11-Feb-2026,Interest,129.79,0.00,"14,326.68"
ID13500,25-Jan-2026,Payment,933.61,0.00,"18,782.58"
ID13500,25-Jan-2026,ATM Withdrawal,0.00,62.40,"9,919.86"
ID13500,18-Mar-2026,Charge,0.00,991.70,"46,990.70"
ID13500,08-Mar-2026,Charge,0.00,804.69,"9,240.45"
ID13500,08-Feb-2026,Charge,0.00,977.68,"16,393.03"
ID13500,13-Jan-2026,Reversal,"1,569.41",0.00,"22,171.32"
ID13500,30-Mar-2026,Charge,0.00,285.99,"81,905.59"
ID13500,08-Mar-2026,Direct Deposit,"4,781.29",0.00,"78,939.98"
ID13500,14-Feb-2026,Debit Card,0.00,924.89,"16,942.10"
ID13500,09-Feb-2026,Charge,0.00,971.06,"65,745.97"
ID13500,05-Jan-2026,Reversal,0.00,604.50,"30,405.77"
ID13500,15-Jan-2026,Interest,204.80,0.00,"9,551.65"
ID13501,06-Feb-2026,Payment,"1,195.22",0.00,"78,792.48"
ID13501,28-Mar-2026,ATM Withdrawal,0.00,214.93,"78,521.46"
ID13501,06-Feb-2026,Charge,0.00,761.18,"35,799.47"
ID13501,16-Feb-2026,Reversal,"1,983.00",0.00,"85,382.18"
ID13501,30-Mar-2026,Interest,150.70,0.00,"31,401.63"
ID13501,02-Mar-2026,Interest,165.73,0.00,"71,913.17"
ID13501,25-Feb-2026,Reversal,0.00,890.71,"98,300.95"
ID13501,26-Mar-2026,Debit Card,0.00,25.81,"53,281.56"
