customer_id,Date,Description,Deposits,Withdrawls,Balance
ID16000,17-Jan-2026,Direct Deposit,"3,300.70",0.00,"79,018.75"
ID16000,31-Jan-2026,Direct Deposit,"2,843.31",0.00,"47,791.46"
ID16000,15-Jan-2026,ATM Withdrawal,0.00,47.82,"44,479.81"
ID16000,05-Jan-2026,ATM Withdrawal,0.00,229.76,"64,166.49"
ID16000,03-Apr-2026,ATM Withdrawal,0.00,778.24,"65,034.83"
ID16000,26-Jan-2026,Payment,"1,894.49",0.00,"2,675.70"
ID16000,07-Mar-2026,ATM Withdrawal,0.00,149.53,"88,402.18"
ID16000,31-Jan-2026,Transfer,0.00,914.10,"92,917.86"
ID16000,06-Mar-2026,Transfer,0.00,577.64,"26,191.20"
ID16000,23-Jan-2026,Debit Card,0.00,247.93,"97,146.08"
ID16000,01-Mar-2026,Interest,132.24,0.00,"21,103.62"
ID16000,15-Mar-2026,Payment,0.00,"1,360.26","35,083.37"
ID16000,31-Mar-2026,Debit Card,0.00,348.74,"79,768.76"
ID16000,19-Jan-2026,Direct Deposit,"3,491.81",0.00,"57,091.79"
ID16000,30-Mar-2026,ATM Withdrawal,0.00,566.75,"97,422.50"
ID16000,07-Feb-2026,Interest,144.05,0.00,"9,009.02"
ID16000,17-Feb-2026,Payment,"1,520.06",0.00,"58,946.98"
ID16000,24-Jan-2026,Reversal,0.00,735.47,"10,016.53"
ID16000,28-Jan-2026,ATM Withdrawal,0.00,624.66,"54,614.83"
ID16000,24-Mar-2026,Charge,0.00,249.98,"92,789.37"
ID16001,29-Mar-2026,Reversal,0.00,574.03,"67,909.34"
ID16001,09-Mar-2026,Charge,0.00,229.65,"80,417.96"
ID16001,15-Feb-2026,Charge,0.00,578.99,"46,477.92"
ID16001,19-Feb-2026,Interest,310.39,0.00,"66,690.40"
ID16001,17-Mar-2026,Payment,"1,666.76",0.00,"62,844.79"
ID16001,17-Mar-2026,Transfer,"1,430.21",0.00,"36,456.22"
ID16001,29-Jan-2026,Debit Card,0.00,405.29,"41,899.09"
ID16001,02-Mar-2026,ATM Withdrawal,0.00,941.81,"28,298.24"
ID16001,01-Mar-2026,Interest,283.20,0.00,"50,852.34"
ID16001,06-Feb-2026,Payment,0.00,825.24,"19,661.89"
ID16001,03-Apr-2026,Direct Deposit,"2,514.25",0.00,"31,998.45"
ID16001,17-Jan-2026,Interest,202.70,0.00,"21,433.55"
ID16001,18-Feb-2026,Charge,0.00,626.84,"17,573.38"
ID16001,14-Mar-2026,Reversal,747.18,0.00,"70,079.10"
ID16001,01-Apr-2026,Reversal,331.31,0.00,"36,306.30"
ID16001,12-Feb-2026,Charge,0.00,859.26,"31,505.53"
ID16001,22-Jan-2026,ATM Withdrawal,0.00,639.83,"51,415.65"
ID16001,21-Feb-2026,Transfer,0.00,"1,052.95","53,309.78"
ID16001,12-Jan-2026,Interest,495.95,0.00,"96,230.57"
ID16001,22-Feb-2026,Reversal,0.00,808.54,"81,531.11"
ID16002,28-Feb-2026,Interest,39.13,0.00,"14,775.99"
ID16002,04-Mar-2026,Charge,0.00,119.46,"96,726.19"
ID16002,17-Feb-2026,Reversal,0.00,316.23,"10,732.40"
ID16002,16-Feb-2026,ATM Withdrawal,0.00,390.89,"68,040.82"
ID16002,06-Jan-2026,Reversal,0.00,"1,259.75","12,643.76"
ID16002,24-Mar-2026,ATM Withdrawal,0.00,122.79,"20,346.54"
ID16002,01-Apr-2026,ATM Withdrawal,0.00,438.12,"69,772.84"
ID16002,07-Jan-2026,Debit Card,0.00,841.29,"45,514.75"
ID16002,02-Feb-2026,Charge,0.00,27.76,"26,050.83"
ID16002,10-Feb-2026,Transfer,0.00,130.92,"15,560.71"
ID16002,10-Feb-2026,Reversal,0.00,"1,148.89","69,097.10"
ID16002,04-Feb-2026,Payment,0.00,954.87,"14,303.43"
ID16002,04-Feb-2026,Charge,0.00,430.96,"62,940.10"
ID16002,25-Jan-2026,Reversal,460.44,0.00,"44,705.86"
ID16002,27-Jan-2026,Interest,138.74,0.00,"58,441.34"
ID16002,15-Feb-2026,Direct Deposit,"4,269.48",0.00,"48,551.45"
ID16002,25-Mar-2026,Debit Card,0.00,531.24,"94,564.84"
ID16002,21-Mar-2026,Reversal,0.00,350.47,"98,152.84"
ID16002,25-Feb-2026,ATM Withdrawal,0.00,32.11,"93,608.26"
ID16002,02-Apr-2026,Interest,70.20,0.00,"74,889.65"
ID16003,08-Jan-2026,Transfer,0.00,"1,435.68","79,631.83"
ID16003,21-Feb-2026,Direct Deposit,"1,341.34",0.00,"23,085.28"
ID16003,28-Mar-2026,Interest,236.86,0.00,"88,977.34"
ID16003,19-Feb-2026,Direct Deposit,"2,343.01",0.00,"78,101.37"
ID16003,22-Jan-2026,Debit Card,0.00,985.22,"64,386.74"
ID16003,23-Mar-2026,Charge,0.00,619.77,"3,144.12"
ID16003,11-Jan-2026,Direct Deposit,"3,471.26",0.00,"22,427.73"
ID16003,02-Apr-2026,Transfer,0.00,444.96,"60,864.29"
ID16003,28-Jan-2026,Transfer,0.00,265.80,"31,318.62"
ID16003,16-Jan-2026,Payment,0.00,"1,249.34","31,158.01"
ID16003,27-Mar-2026,Reversal,"1,905.88",0.00,"36,010.06"
ID16003,21-Feb-2026,Direct Deposit,"2,335.18",0.00,"89,070.52"
ID16003,01-Mar-2026,Charge,0.00,290.11,"20,848.57"
ID16003,29-Jan-2026,Charge,0.00,538.84,"83,534.13"
ID16003,13-Feb-2026,Charge,0.00,854.85,"24,059.40"
ID16003,25-Feb-2026,Transfer,"1,062.16",0.00,"70,738.52"
ID16003,21-Feb-2026,Interest,348.19,0.00,"9,519.31"
ID16003,31-Mar-2026,Charge,0.00,636.56,"6,922.46"
ID16003,12-Jan-2026,Charge,0.00,183.57,"47,882.30"
ID16003,16-Jan-2026,Direct Deposit,"1,695.71",0.00,"51,665.64"
ID16004,29-Jan-2026,Charge,0.00,118.81,"84,533.00"
ID16004,17-Feb-2026,Payment,0.00,255.41,"25,961.13"
ID16004,25-Jan-2026,Transfer,251.59,0.00,"13,965.93"
ID16004,19-Mar-2026,Direct Deposit,"2,670.44",0.00,"28,440.69"
ID16004,03-Feb-2026,Reversal,"1,834.92",0.00,"51,906.45"
ID16004,20-Feb-2026,Transfer,0.00,489.81,"22,594.29"
ID16004,12-Mar-2026,ATM Withdrawal,0.00,922.04,"65,469.54"
ID16004,26-Mar-2026,ATM Withdrawal,0.00,223.34,"37,310.13"
ID16004,27-Jan-2026,Reversal,0.00,318.17,"32,600.83"
ID16004,28-Jan-2026,Charge,0.00,141.60,"91,665.61"
ID16004,02-Apr-2026,Payment,827.78,0.00,"46,462.75"
ID16004,26-Feb-2026,Reversal,0.00,377.97,"36,653.73"
ID16004,11-Jan-2026,Transfer,"1,855.33",0.00,"20,876.36"
ID16004,03-Apr-2026,Charge,0.00,774.08,"37,653.30"
ID16004,20-Mar-2026,Interest,34.07,0.00,"99,020.17"
ID16004,25-Mar-2026,ATM Withdrawal,0.00,492.03,"72,991.70"
ID16004,24-Feb-2026,Interest,245.15,0.00,"26,364.85"
ID16004,22-Feb-2026,Debit Card,0.00,72.89,"28,338.42"
ID16004,14-Jan-2026,Direct Deposit,"1,853.17",0.00,"47,341.17"
ID16004,27-Mar-2026,Interest,409.76,0.00,"4,941.38"
ID16005,14-Jan-2026,Transfer,"1,166.06",0.00,"46,097.09"
ID16005,22-Mar-2026,Transfer,0.00,"1,083.99","82,660.56"
ID16005,28-Jan-2026,Reversal,"1,761.18",0.00,"57,168.66"
ID16005,15-Mar-2026,Interest,478.04,0.00,"9,081.68"
ID16005,17-Jan-2026,ATM Withdrawal,0.00,441.07,"80,647.26"
ID16005,07-Feb-2026,Transfer,0.00,439.33,"57,024.89"
ID16005,27-Feb-2026,Payment,0.00,"1,052.45","27,726.37"
ID16005,21-Mar-2026,Charge,0.00,10.83,"97,326.33"
ID16005,04-Mar-2026,Direct Deposit,"3,619.72",0.00,"51,039.86"
ID16005,20-Jan-2026,Transfer,0.00,54.77,"87,614.26"
ID16005,07-Mar-2026,Interest,94.10,0.00,"6,468.03"
ID16005,21-Jan-2026,Reversal,0.00,"1,062.79","96,656.66"
ID16005,23-Mar-2026,ATM Withdrawal,0.00,983.72,"80,699.22"
ID16005,15-Mar-2026,Interest,364.30,0.00,"46,123.64"
