customer_id,Date,Description,Deposits,Withdrawls,Balance
ID13000,06-Mar-2026,Interest,481.26,0.00,"64,874.73"
ID13000,02-Mar-2026,Payment,859.51,0.00,"85,679.40"
ID13000,23-Feb-2026,Debit Card,0.00,418.08,"50,950.36"
ID13000,28-Jan-2026,Direct Deposit,"3,405.79",0.00,"61,854.46"
ID13000,18-Feb-2026,Interest,439.28,0.00,"11,603.32"
ID13000,25-Jan-2026,Debit Card,0.00,152.08,"57,886.39"
ID13000,08-Jan-2026,Charge,0.00,422.52,"74,886.82"
ID13000,06-Feb-2026,Payment,"1,279.92",0.00,"16,092.36"
ID13000,24-Feb-2026,Direct Deposit,"3,791.50",0.00,"6,818.48"
ID13000,31-Jan-2026,Transfer,"1,848.49",0.00,"50,075.20"
ID13000,01-Apr-2026,Direct Deposit,"3,587.19",0.00,"29,503.42"
ID13000,26-Mar-2026,Interest,274.50,0.00,"53,983.32"
ID13000,30-Mar-2026,Transfer,0.00,822.26,"14,551.68"
ID13000,22-Jan-2026,Debit Card,0.00,987.65,"39,990.80"
ID13000,23-Jan-2026,ATM Withdrawal,0.00,586.68,"74,280.62"
ID13000,01-Mar-2026,Direct Deposit,"1,696.45",0.00,"10,255.15"
ID13000,06-Feb-2026,Transfer,0.00,396.38,"6,486.94"
ID13000,27-Feb-2026,Payment,0.00,155.43,"8,270.31"
ID13000,10-Feb-2026,Transfer,0.00,88.13,"49,674.99"
ID13000,10-Mar-2026,Interest,276.91,0.00,"35,488.59"
ID13001,24-Jan-2026,Direct Deposit,702.31,0.00,"88,720.91"
ID13001,22-Feb-2026,Charge,0.00,957.49,"58,251.04"
ID13001,03-Mar-2026,Reversal,0.00,488.02,"1,372.16"
ID13001,07-Feb-2026,Direct Deposit,"3,638.70",0.00,"54,425.07"
ID13001,14-Mar-2026,Reversal,0.00,"1,094.44","60,920.70"
ID13001,11-Jan-2026,Charge,0.00,113.13,"80,858.38"
ID13001,26-Jan-2026,Direct Deposit,"2,539.42",0.00,"48,048.08"
ID13001,19-Mar-2026,Transfer,0.00,"1,141.82","52,235.63"
ID13001,03-Jan-2026,Reversal,0.00,352.92,"67,219.62"
ID13001,24-Mar-2026,Direct Deposit,"2,186.82",0.00,"6,047.99"
