customer_id,Date,Description,Deposits,Withdrawls,Balance
ID13500,19-Mar-2026,Charge,0.00,563.17,"67,600.04"
ID13500,22-Mar-2026,ATM Withdrawal,0.00,921.06,"70,230.49"
ID13500,16-Feb-2026,Interest,435.53,0.00,"16,282.30"
ID13500,18-Mar-2026,Debit Card,0.00,990.29,"10,341.17"
ID13500,17-Feb-2026,Payment,0.00,"1,460.51","7,852.50"
ID13500,12-Feb-2026,Reversal,0.00,748.10,"63,340.30"
ID13500,15-Jan-2026,Direct Deposit,"2,420.74",0.00,"40,457.39"
ID13500,25-Feb-2026,Charge,0.00,538.03,"6,277.23"
ID13500,24-Jan-2026,Direct Deposit,"1,865.02",0.00,"85,348.65"
ID13500,11-Jan-2026,Direct Deposit,"4,086.28",0.00,"73,516.47"
ID13500,16-Feb-2026,Direct Deposit,"2,858.76",0.00,"58,782.84"
ID13500,06-Mar-2026,Debit Card,0.00,25.57,"58,548.54"
ID13500,13-Feb-2026,Transfer,0.00,"1,272.37","16,302.79"
ID13500,13-Mar-2026,Reversal,0.00,281.54,"49,963.56"
ID13500,29-Jan-2026,Payment,0.00,451.24,"97,840.94"
ID13500,14-Jan-2026,Direct Deposit,"2,906.02",0.00,"46,265.62"
ID13500,19-Feb-2026,Direct Deposit,"4,042.60",0.00,"27,277.71"
ID13500,31-Jan-2026,Reversal,0.00,427.81,"88,011.65"
ID13500,22-Feb-2026,Reversal,680.97,0.00,"30,792.88"
ID13500,23-Feb-2026,Debit Card,0.00,360.94,"43,435.92"
ID13501,24-Mar-2026,ATM Withdrawal,0.00,824.44,"28,025.27"
ID13501,12-Jan-2026,Interest,84.93,0.00,"2,433.11"
ID13501,13-Feb-2026,Charge,0.00,196.24,"6,941.99"
ID13501,08-Mar-2026,Reversal,610.42,0.00,"87,629.39"
ID13501,18-Feb-2026,Payment,"1,947.81",0.00,"50,454.20"
ID13501,15-Jan-2026,Transfer,131.77,0.00,"96,115.77"
ID13501,03-Mar-2026,Payment,"1,155.06",0.00,"76,214.98"
ID13501,14-Mar-2026,Payment,0.00,"1,086.32","71,380.43"
ID13501,23-Mar-2026,Charge,0.00,594.23,"25,615.92"
ID13501,20-Mar-2026,Payment,0.00,"1,456.80","53,845.26"
ID13501,26-Jan-2026,Payment,828.09,0.00,"4,988.05"
ID13501,08-Jan-2026,Payment,107.62,0.00,"75,493.46"
ID13501,25-Mar-2026,Reversal,513.92,0.00,"32,533.65"
ID13501,10-Mar-2026,Payment,0.00,371.37,"25,421.31"
ID13501,31-Jan-2026,Direct Deposit,"2,507.82",0.00,"33,760.62"
ID13501,03-Jan-2026,ATM Withdrawal,0.00,601.19,"51,467.21"
ID13501,17-Jan-2026,Debit Card,0.00,646.18,"93,958.49"
ID13501,01-Mar-2026,Direct Deposit,"1,403.03",0.00,"34,803.16"
ID13501,23-Jan-2026,ATM Withdrawal,0.00,537.24,"57,072.05"
ID13501,22-Mar-2026,Transfer,"1,749.39",0.00,"4,808.03"
ID13502,03-Apr-2026,Charge,0.00,171.45,"15,211.90"
ID13502,29-Jan-2026,Charge,0.00,870.95,"33,896.29"
ID13502,22-Mar-2026,ATM Withdrawal,0.00,912.49,"16,537.30"
ID13502,25-Jan-2026,Direct Deposit,576.44,0.00,"75,611.14"
ID13502,13-Jan-2026,Charge,0.00,412.56,"37,540.16"
ID13502,09-Feb-2026,Reversal,814.60,0.00,"10,564.14"
ID13502,22-Jan-2026,ATM Withdrawal,0.00,210.83,"42,212.26"
ID13502,28-Jan-2026,Debit Card,0.00,326.41,"7,016.28"
ID13502,01-Feb-2026,ATM Withdrawal,0.00,122.63,"52,993.46"
ID13502,27-Feb-2026,Payment,334.97,0.00,"54,621.92"
ID13502,31-Mar-2026,Transfer,0.00,294.28,"50,568.50"
ID13502,17-Jan-2026,Interest,253.54,0.00,"94,857.42"
ID13502,21-Mar-2026,Interest,149.67,0.00,"78,626.05"
ID13502,01-Apr-2026,Direct Deposit,"3,202.32",0.00,"79,600.02"
ID13502,02-Apr-2026,Transfer,"1,854.26",0.00,"65,650.11"
ID13502,20-Jan-2026,Interest,189.45,0.00,"46,095.10"
ID13502,13-Jan-2026,Direct Deposit,"4,207.10",0.00,"75,308.25"
ID13502,11-Mar-2026,Payment,0.00,"1,031.56","66,764.40"
ID13502,15-Jan-2026,Direct Deposit,"3,983.72",0.00,"19,784.40"
